class,mutant,result,index
FIND_REPETITIVE_ELEMENT_1_N_1,ORIGINAL,1060,6
FIND_REPETITIVE_ELEMENT_1_N_1,ORIGINAL,-13,7
FIND_REPETITIVE_ELEMENT_1_N_1,ORIGINAL,-102,8
FIND_REPETITIVE_ELEMENT_1_N_1,ORIGINAL,497,9
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,4863064503445832794,0
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,40449126700122460089497012241585406843374,1
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,73,2
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,4439152634035859071320,3
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,-563275647468877027649000626873775860928,4
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,14575198352436218261735001,5
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,2602117847418815959021235860,6
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,-7620126224138078712141271966338903121760,7
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,292561,8
HORNERS_METHOD_POLYNOMIAL_EVALUATION,ORIGINAL,67907758875578,9
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,0
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,1
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,2
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,3
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,4
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,5
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,6
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,7
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,8
MAXIMUM_HEIGHT_OF_TRIANGULAR_ARRANGEMENT_OF_ARRAY_VALUES_1,ORIGINAL,EXCEPTION,9
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,85,0
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,101,1
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,71,2
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,74,3
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,93,4
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,66,5
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,85,6
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,11,7
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,6,8
NTH_NON_FIBONACCI_NUMBER,ORIGINAL,96,9
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,0
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,1
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,2
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,3
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,4
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,5
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,6
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,7
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,8
SEQUENCES_GIVEN_LENGTH_EVERY_ELEMENT_EQUAL_TWICE_PREVIOUS_1,ORIGINAL,EXCEPTION,9
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,0
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,1
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,2
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,3
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,4
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,5
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,6
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,7
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,8
COST_BALANCE_PARANTHESES,ORIGINAL,EXCEPTION,9
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,0
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,1
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,2
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,3
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,4
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,5
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,6
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,7
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,8
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,EXCEPTION,9
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,21,0
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,666,1
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,876,2
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,0,3
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,2211,4
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,237,5
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,3,6
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,2701,7
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,388,8
FIND_SUM_MODULO_K_FIRST_N_NATURAL_NUMBER,ORIGINAL,465,9
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,6,0
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,-80,1
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,1,2
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,26,3
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,16,4
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,1,5
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,25,6
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,1,7
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,0,8
CHECK_VALID_SEQUENCE_DIVISIBLE_M_1,ORIGINAL,47,9
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,0
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,1
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,2
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,3
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,4
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,5
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,6
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,7
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,8
CHECK_GIVEN_SENTENCE_GIVEN_SET_SIMPLE_GRAMMER_RULES,ORIGINAL,EXCEPTION,9
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,0
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,1
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,2
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,3
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,4
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,5
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,6
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,7
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,8
EVEN_FIBONACCI_NUMBERS_SUM,ORIGINAL,EXCEPTION,9
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,True,0
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,False,1
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,True,2
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,False,3
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,False,4
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,False,5
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,False,6
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,False,7
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,False,8
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,False,9
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,45,0
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,73,1
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,26,2
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,40,3
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,12,4
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,41,5
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,32,6
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,71,7
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,74,8
COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW_1,ORIGINAL,78,9
NEXT_POWER_OF_2,ORIGINAL,128,0
NEXT_POWER_OF_2,ORIGINAL,128,1
NEXT_POWER_OF_2,ORIGINAL,128,2
NEXT_POWER_OF_2,ORIGINAL,128,3
NEXT_POWER_OF_2,ORIGINAL,128,4
NEXT_POWER_OF_2,ORIGINAL,32,5
NEXT_POWER_OF_2,ORIGINAL,128,6
NEXT_POWER_OF_2,ORIGINAL,128,7
NEXT_POWER_OF_2,ORIGINAL,64,8
NEXT_POWER_OF_2,ORIGINAL,64,9
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,0
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,1
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,2
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,3
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,4
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,5
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,6
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,7
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,8
MAXIMUM_XOR_VALUE_MATRIX,ORIGINAL,EXCEPTION,9
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,158765810038350020255812681823,0
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,16,1
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,72058693549555767,2
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,604462909807348947091531,3
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,90,4
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,36893488147452657722,5
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,69,6
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,576460752303423495,7
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,158456325028528675195677835300,8
SWAP_BITS_IN_A_GIVEN_NUMBER,ORIGINAL,62,9
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,0
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,1
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,2
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,3
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,4
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,5
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,6
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,7
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,8
CHECK_NUMBER_POWER_K_USING_BASE_CHANGING_METHOD,ORIGINAL,EXCEPTION,9
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,1100087778366101931,0
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,5527939700884757,1
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,987,2
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,13,3
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,433494437,4
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,24157817,5
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,2178309,6
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,4660046610375530309,7
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,420196140727489673,8
COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S,ORIGINAL,139583862445,9
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,0
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,1
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,2
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,3
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,4
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,5
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,6
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,7
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,8
COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1,ORIGINAL,EXCEPTION,9
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,0
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,1
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,2
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,3
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,4
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,5
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,6
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,7
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,8
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,EXCEPTION,9
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,0
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,1
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,2
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,3
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,4
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,5
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,6
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,7
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,8
FREQUENT_ELEMENT_ARRAY,ORIGINAL,EXCEPTION,9
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,0
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,1
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,2
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,3
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,4
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,5
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,6
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,7
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,8
COUNT_CHARACTERS_POSITION_ENGLISH_ALPHABETS,ORIGINAL,EXCEPTION,9
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,0
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,1
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,2
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,3
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,4
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,5
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,6
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,7
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,8
LCS_FORMED_CONSECUTIVE_SEGMENTS_LEAST_LENGTH_K,ORIGINAL,EXCEPTION,9
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,-1,0
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,0,1
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,-1,2
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,0,3
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,0,4
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,0,5
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,0,6
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,0,7
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,0,8
CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT,ORIGINAL,-1,9
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,0
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,1
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,2
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,3
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,4
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,5
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,6
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,7
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,8
PROGRAM_OCTAL_DECIMAL_CONVERSION,ORIGINAL,EXCEPTION,9
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,True,0
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,2,1
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,2,2
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,True,3
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,True,4
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,True,5
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,True,6
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,2,7
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,True,8
STEINS_ALGORITHM_FOR_FINDING_GCD_1,ORIGINAL,True,9
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,0
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,1
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,2
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,3
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,4
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,5
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,6
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,7
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,8
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,EXCEPTION,9
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,EXCEPTION,0
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,EXCEPTION,1
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,EXCEPTION,2
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,EXCEPTION,3
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,EXCEPTION,4
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,5,5
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,EXCEPTION,6
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,EXCEPTION,7
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,EXCEPTION,8
HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS,ORIGINAL,EXCEPTION,9
