class,mutant,test_index,result_java,result_python,equal_results
PROGRAM_TO_CHECK_IF_A_MATRIX_IS_SYMMETRIC,ORIGINAL,6,false,NA,False
PROGRAM_TO_CHECK_IF_A_MATRIX_IS_SYMMETRIC,ORIGINAL,7,false,NA,False
PROGRAM_TO_CHECK_IF_A_MATRIX_IS_SYMMETRIC,ORIGINAL,8,false,NA,False
PROGRAM_TO_CHECK_IF_A_MATRIX_IS_SYMMETRIC,ORIGINAL,9,false,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,0,0.0,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,1,1.0,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,2,3.0,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,3,0.0,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,4,1.0,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,5,15.0,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,6,0.0,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,7,0.0,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,8,21.0,NA,False
NUMBER_OF_SUBSTRINGS_WITH_ODD_DECIMAL_VALUE_IN_A_BINARY_STRING,ORIGINAL,9,0.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,0,11.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,1,2.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,2,5.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,3,3.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,4,5.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,5,11.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,6,11.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,7,4.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,8,1.0,NA,False
FIND_N_TH_ELEMENT_FROM_STERNS_DIATOMIC_SERIES,ORIGINAL,9,7.0,NA,False
FIND_PERIMETER_CYLINDER,ORIGINAL,0,296.0,296.0,True
FIND_PERIMETER_CYLINDER,ORIGINAL,1,286.0,286.0,True
FIND_PERIMETER_CYLINDER,ORIGINAL,2,150.0,150.0,True
FIND_PERIMETER_CYLINDER,ORIGINAL,3,234.0,234.0,True
FIND_PERIMETER_CYLINDER,ORIGINAL,4,332.0,332.0,True
FIND_PERIMETER_CYLINDER,ORIGINAL,5,170.0,170.0,True
FIND_PERIMETER_CYLINDER,ORIGINAL,6,336.0,336.0,True
FIND_PERIMETER_CYLINDER,ORIGINAL,7,212.0,212.0,True
FIND_PERIMETER_CYLINDER,ORIGINAL,8,142.0,142.0,True
FIND_PERIMETER_CYLINDER,ORIGINAL,9,204.0,204.0,True
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,0,188.0,NA,False
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,1,-76.0,NA,False
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,2,6.0,NA,False
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,3,48.0,NA,False
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,4,-366.0,NA,False
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,5,1.0,NA,False
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,6,61.0,NA,False
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,7,-474.0,NA,False
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,8,0.0,NA,False
MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1,ORIGINAL,9,36.0,NA,False
HEXAGONAL_NUMBER,ORIGINAL,0,2850.0,2850.0,True
HEXAGONAL_NUMBER,ORIGINAL,1,3828.0,3828.0,True
HEXAGONAL_NUMBER,ORIGINAL,2,6670.0,6670.0,True
HEXAGONAL_NUMBER,ORIGINAL,3,190.0,190.0,True
HEXAGONAL_NUMBER,ORIGINAL,4,1891.0,1891.0,True
HEXAGONAL_NUMBER,ORIGINAL,5,5565.0,5565.0,True
HEXAGONAL_NUMBER,ORIGINAL,6,17578.0,17578.0,True
HEXAGONAL_NUMBER,ORIGINAL,7,8128.0,8128.0,True
HEXAGONAL_NUMBER,ORIGINAL,8,10011.0,10011.0,True
HEXAGONAL_NUMBER,ORIGINAL,9,6903.0,6903.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,0,39.0,39.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,1,22.0,22.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,2,0.0,0.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,3,84.0,84.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,4,-12.0,-12.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,5,0.0,0.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,6,56.0,56.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,7,94.0,94.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,8,0.0,0.0,True
MEDIAN_OF_TWO_SORTED_ARRAYS,ORIGINAL,9,67.0,67.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,0,2.0,2.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,1,4.0,4.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,2,4.0,4.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,3,3.0,3.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,4,4.0,4.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,5,4.0,4.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,6,4.0,4.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,7,4.0,4.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,8,4.0,4.0,True
COUNT_SET_BITS_IN_AN_INTEGER_3,ORIGINAL,9,5.0,5.0,True
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,0,63.0,NA,False
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,1,126.0,NA,False
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,2,1.0,NA,False
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,3,33.0,NA,False
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,4,126.0,NA,False
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,5,1.0,NA,False
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,6,127.0,NA,False
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,7,126.0,NA,False
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,8,1.0,NA,False
FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY,ORIGINAL,9,127.0,NA,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,0,10.0,10.0,True
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,1,10.0,10.0,True
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,2,9.0,9.0,True
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,3,16.0,16.0,True
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,4,4.0,4.0,True
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,5,12.0,12.0,True
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,6,14.0,14.0,True
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,7,9.0,9.0,True
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,8,13.0,13.0,True
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2,ORIGINAL,9,8.0,8.0,True
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,0,-1.0,NA,False
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,1,2.0,NA,False
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,2,-1.0,NA,False
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,3,-1.0,NA,False
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,4,-1.0,NA,False
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,5,-1.0,NA,False
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,6,-1.0,NA,False
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,7,10.0,NA,False
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,8,0.0,NA,False
MAXIMUM_NUMBER_CHARACTERS_TWO_CHARACTER_STRING,ORIGINAL,9,-1.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,0,6.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,1,4.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,2,56.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,3,6.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,4,12.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,5,8.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,6,1.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,7,40.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,8,84.0,NA,False
FIND_SUM_ODD_FACTORS_NUMBER,ORIGINAL,9,4.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,0,0.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,1,404.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,2,0.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,3,37.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,4,0.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,5,0.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,6,0.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,7,20.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,8,0.0,NA,False
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1,ORIGINAL,9,43.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,0,67108864.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,1,-231931904.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,2,-1971322880.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,3,-1971322880.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,4,-688947200.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,5,-1279262720.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,6,926679040.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,7,-231931904.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,8,1644167168.0,NA,False
FRIENDS_PAIRING_PROBLEM,ORIGINAL,9,1692909568.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,0,610.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,1,7952.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,2,0.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,3,50904.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,4,31016.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,5,0.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,6,2307.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,7,492.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,8,0.0,NA,False
FIND_MAXIMUM_DOT_PRODUCT_TWO_ARRAYS_INSERTION_0S,ORIGINAL,9,0.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,0,59.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,1,24.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,2,1.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,3,85.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,4,74.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,5,1.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,6,95.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,7,36.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,8,1.0,NA,False
C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1,ORIGINAL,9,73.0,NA,False
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,0,64.0,64.0,True
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,1,69.0,69.0,True
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,2,83.0,83.0,True
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,3,30.0,30.0,True
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,4,41.0,41.0,True
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,5,37.0,37.0,True
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,6,71.0,71.0,True
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,7,17.0,17.0,True
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,8,71.0,71.0,True
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1,ORIGINAL,9,86.0,86.0,True
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,0,71980.0,NA,False
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,1,28380.0,NA,False
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,2,124392.0,NA,False
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,3,242970.0,NA,False
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,4,323400.0,NA,False
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,5,30360.0,NA,False
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,6,6552.0,NA,False
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,7,440.0,NA,False
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,8,91520.0,NA,False
SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS,ORIGINAL,9,46852.0,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,0,true,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,1,true,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,2,true,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,3,true,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,4,true,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,5,false,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,6,true,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,7,true,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,8,false,NA,False
DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE,ORIGINAL,9,true,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,0,15.0,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,1,291.0,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,2,1554.0,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,3,1672.0,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,4,875.0,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,5,43.0,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,6,901.0,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,7,90.0,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,8,1695.0,NA,False
SUM_LARGEST_PRIME_FACTOR_NUMBER_LESS_EQUAL_N,ORIGINAL,9,1334.0,NA,False
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,0,630.0,630.0,True
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,1,4371.0,4371.0,True
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,2,28.0,28.0,True
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,3,3321.0,3321.0,True
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,4,3240.0,3240.0,True
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,5,1128.0,1128.0,True
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,6,28.0,28.0,True
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,7,861.0,861.0,True
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,8,1770.0,1770.0,True
SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1,ORIGINAL,9,595.0,595.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,0,0.0,0.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,1,0.0,0.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,2,0.0,0.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,3,0.0,0.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,4,1.0,1.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,5,0.0,0.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,6,1.0,1.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,7,0.0,0.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,8,0.0,0.0,True
CHECK_WHETHER_TRIANGLE_VALID_NOT_SIDES_GIVEN,ORIGINAL,9,0.0,0.0,True
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,0,2.0,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,1,1.0,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,2,2.0,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,3,2.0,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,4,1.0,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,5,2.0,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,6,2.0,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,7,1.0,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,8,1.0,NA,False
MAXIMUM_CONSECUTIVE_NUMBERS_PRESENT_ARRAY,ORIGINAL,9,3.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,0,0.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,1,4.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,2,0.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,3,5.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,4,0.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,5,0.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,6,0.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,7,3.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,8,0.0,NA,False
MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER,ORIGINAL,9,0.0,NA,False
SQUARE_PYRAMIDAL_NUMBER_SUM_SQUARES,ORIGINAL,0,1.0,1.0,True
